event_id    	 tags             	 date      	 duration	 title                            	 summary
merrgate-001	 merrowgate;public	 4177      	        0	 The Charter of Open Waters       	 Merrowgate brokers a historic neutrality pact between Calderon Imperium and Ardenhaven, securing safe passage through its waters for all nations. The treaty establishes Merrowgate as the undisputed arbiter of maritime trade disputes.
merrgate-002	 merrowgate       	 4179/03   	       45	 The Maskers' Succession Crisis   	 Guild Master Valen Shadeweave dies without naming a successor. Three candidates vie for control of the Maskers' Guild, each commanding different identity networks. The crisis resolves when the Shadow Ledgers themselves "choose" the winner—later revealed to be the Silent Patron's influence.
merrgate-003	 merrowgate;public	 4182      	        0	 The Scriveners' Reformation      	 The Ink unveils new contract-binding enchantments that can enforce agreements across national borders. This innovation makes Merrowgate contracts the gold standard for international trade, tripling the city's arbitration revenue within five years.
merrgate-004	 merrowgate       	 4185/07/12	        3	 The Foundling House Fire         	 A mysterious fire destroys the western Foundling House, killing seventeen children and three guild trainers. Officially ruled an accident, whispers suggest it was retribution for a failed assassination trained there. The guild quietly rebuilds and tightens security.
merrgate-005	 merrowgate       	 4188      	        0	 The Face-Broker Purge            	 The Maskers' Guild discovers a ring of rogue Face-Brokers selling identities to enemies of the state. Twelve brokers are "unmasked" in a public ceremony, their true faces revealed before exile. The event serves as a brutal reminder of guild authority.
merrgate-006	 merrowgate;public	 4191      	        0	 The Garhammar Accords            	 Merrowgate mediates a trade dispute between Garhammar Trade League and Calderon Imperium over arms exports. The resulting framework becomes the template for international weapons trade regulation, cementing Merrowgate's role as neutral ground.
merrgate-007	 merrowgate       	 4194/11   	      180	 The Silent Vault Renovation      	 The rumored shrine to the Silent Patron undergoes extensive "renovation" that lasts six months. No workers are seen entering or leaving, yet the building transforms overnight. Citizens report strange dreams of contracts being rewritten in golden ink.
merrgate-008	 merrowgate       	 4198/02/23	        1	 The Ledger Court Assassination   	 A prominent Calderon diplomat is murdered during contract negotiations. The Silent Coin resolves the matter within hours—the assassin is found dead of apparent suicide, and a convenient scapegoat confession surfaces. The negotiations proceed as scheduled.
merrgate-009	 merrowgate;public	 4201      	        0	 The Thousand Ships Insurance     	 Following a devastating hurricane season, Merrowgate guilds establish the world's first comprehensive maritime insurance system. Within a decade, no merchant vessel sails without a Merrowgate policy.
merrgate-010	 merrowgate       	 4203/08   	       30	 The Undercurrent Expansion       	 The Undercurrent publicly announces new "trade facilitation services" that operate in gray legal zones. Privately, this marks their transformation into the city's primary smuggling coordination network, now operating with official sanction.
merrgate-011	 merrowgate       	 4206/05/17	        0	 The Councilor's Unmasking        	 Councilor Theris Goldvein is dramatically revealed to have been three different people over fifteen years—all Maskers' Guild operatives. The revelation shakes public confidence until the guild demonstrates that all three made identical voting decisions.
merrgate-012	 merrowgate;public	 4210      	      365	 The Great Tariff Reform          	 Merrowgate leads a coalition to standardize trade tariffs across six nations. The year-long negotiation creates a common customs framework that reduces smuggling and increases legitimate trade by 40%. The city's influence reaches its zenith.
merrgate-013	 merrowgate       	 4213/09   	       60	 The Forgery War                  	 Two rival Scrivener factions clash over control of document authentication methods. Street fighting erupts between their hired enforcers. The conflict ends when both leaders are found drowned in canal water—a clear message from the Silent Coin.
merrgate-014	 merrowgate       	 4216/12/31	        1	 The New Year Bargain             	 Every New Year's Eve, the Silent Patron allegedly grants one petition to the city. This year, a dozen merchant princes claim to have received visions offering solutions to impossible problems—at unspecified future prices.
merrgate-015	 merrowgate       	 4219/04   	       90	 The Debt-Child Scandal           	 Investigative journalists expose brutal conditions in several Foundling Houses. Public outrage forces reforms: better housing, education standards, and oversight. Privately, the guilds simply move their harshest training programs underground.
merrgate-016	 merrowgate;public	 4223      	        0	 The Dragon Tithe Treaty          	 Merrowgate negotiates an unprecedented insurance system for dragon attacks, pooling risk across all participating nations. The mathematical framework becomes a model for collective security arrangements worldwide.
merrgate-017	 merrowgate       	 4226/06/08	        7	 The Face Market Collapse         	 A massive data breach exposes hundreds of false identities in the Shadow Ledgers. Panic ensues as criminals, spies, and refugees scramble to secure new faces. The Maskers' Guild spends a week in lockdown before restoring order.
merrgate-018	 merrowgate       	 4229/10   	       45	 The Ledger Court Expansion       	 Merrowgate constructs a massive new wing of Ledger Court capable of hosting simultaneous international arbitrations. The architecture includes subtle enchantments that make lying physically uncomfortable—a Scrivener innovation.
merrgate-019	 merrowgate;public	 4232      	        0	 The Merrowgate Standard          	 The city issues its own currency backed by contracts rather than gold—the "Covenant Mark." Initial skepticism gives way to acceptance when the currency maintains perfect stability for three years. Other nations begin holding reserves in Marks.
merrgate-020	 merrowgate       	 4235/03/14	        3	 The Silent Coin Revelation       	 A dying merchant prince publishes memoirs claiming the Silent Coin orchestrated his entire career, arranging his success to create leverage over seven other merchant families. The guild neither confirms nor denies. Three other princes quietly retire.
merrgate-021	 merrowgate       	 4238/07   	      120	 The Undercurrent Trials          	 Pressure from Calderon Imperium forces Merrowgate to prosecute several Undercurrent operatives for smuggling weapons to the Rakthok Horde. The trials are theater—defendants receive light sentences and are quietly compensated by the guild afterward.
merrgate-022	 merrowgate       	 4242/11/27	        0	 The Naming Day Ceremony          	 Merrowgate establishes an annual ceremony where guild-sworn children who have proven themselves receive their "true names"—guild-sanctioned identities that replace their foundling designations. It becomes a celebrated civic holiday.
merrgate-023	 merrowgate;public	 4245      	        0	 The Neutral Ground Protocol      	 Following border skirmishes between multiple nations, Merrowgate formalizes its neutrality doctrine: the city guarantees safe haven for diplomatic negotiations regardless of ongoing hostilities. The protocol is tested immediately and holds.
merrgate-024	 merrowgate       	 4248/05   	       30	 The Scriveners' Strike           	 For the first time in history, the Ink refuses to certify new contracts, demanding higher fees and expanded jurisdiction. The city's commerce grinds to a halt. The crisis ends when the Silent Patron's temple releases a single statement: "Resume your duties."
merrgate-025	 merrowgate       	 4251/08/19	        0	 The Face-Broker Accord           	 The Maskers' Guild officially recognizes Face-Brokers as a legitimate sub-guild, ending decades of semi-legal operation. In exchange, brokers must register all identities and pay a percentage to the main guild. Underground operations continue regardless.
merrgate-026	 merrowgate       	 4254/02   	       90	 The Contract Plague              	 A magical virus spreads through Scrivener-sealed contracts, causing minor clauses to rewrite themselves overnight. Thousands of agreements must be renegotiated. The Scriveners eventually trace it to a rival city's sabotage and exact quiet revenge.
merrgate-027	 merrowgate;public	 4258      	        0	 The Merrowgate Banking Consortium	 Five of the city's largest merchant houses formalize the world's first international banking network, offering credit, transfers, and investment services across borders. The consortium becomes more powerful than many nation-states within a generation.
merrgate-028	 merrowgate       	 4261/09/23	        1	 The Councilor's Lottery          	 In a controversial reform, Merrowgate adds three "lottery seats" to its council—positions filled by random draw from guild members. The first lottery winner is a low-level Scrivener clerk who serves with surprising effectiveness before mysteriously dying exactly one year later.
merrgate-029	 merrowgate       	 4264/12   	       60	 The Silent Vault Incident        	 Workers near the Silent Vault report hearing voices chanting contract terms in reverse. Investigators find nothing unusual, but several participants later claim to have experienced shared visions of futures that never occurred.
merrgate-030	 merrowgate       	 4267/04/08	        0	 The Oathbreaker Manifesto        	 A former Foundling House child publishes a scathing treatise on guild exploitation and debt-bondage. The text circulates underground despite guild attempts at suppression. The author vanishes three months later—officially "relocated with a new identity."
merrgate-031	 merrowgate;public	 4270      	        0	 The Arbitration Towers           	 Merrowgate completes seven identical towers around Ledger Court, each dedicated to a different legal tradition (Calderon, Ardenhaven, Dulgarum, etc.). International parties can now resolve disputes under their preferred legal framework, all certified by the Ink.
merrgate-032	 merrowgate       	 4273/06   	       45	 The Maskers' Census              	 For the first time, the Maskers' Guild conducts a complete audit of all active false identities in circulation. The process requires every client to verify their identity or face exposure. Dozens of long-dead personas are finally retired.
merrgate-033	 merrowgate       	 4276/10/31	        1	 The All-Guild Festival           	 Merrowgate establishes an annual festival where all guilds display their services, competing for prestige and new members. The event becomes a combination of carnival, job fair, and barely-disguised intelligence gathering operation.
merrgate-034	 merrowgate;public	 4279      	        0	 The Covenant Code                	 The Scriveners' Guild publishes the first standardized international contract law code, compiling centuries of precedent. The 3,000-page "Covenant Code" becomes required reading for merchants, diplomats, and lawyers across the known world.
merrgate-035	 merrowgate       	 4282/03/15	        7	 The Canal Murders                	 Five guild enforcers are found floating in separate canals over one week, each with a different guild's mark carved into their flesh. The Silent Coin resolves the matter—officially a territorial dispute between smuggling rings, unofficially a warning to guilds overstepping boundaries.
merrgate-036	 merrowgate       	 4285/08   	      120	 The Foundling Reforms            	 Under pressure from reformers and rival cities, Merrowgate implements sweeping changes to Foundling House operations: education standards, health inspections, and child welfare oversight. Guilds comply publicly while maintaining private training facilities.
merrgate-037	 merrowgate       	 4289/11/11	        0	 The Silent Patron's Jubilee      	 Merrowgate celebrates the alleged 500th anniversary of the Silent Patron's first appearance (date disputed by historians). The city grants amnesty to minor contract violations and hosts lavish celebrations. Strange luck follows participants for months.
merrgate-038	 merrowgate;public	 4293      	        0	 The Merrowgate Exchange          	 The Banking Consortium opens the world's first formal stock exchange, allowing fractional ownership of merchant ventures. The innovation attracts investors from every nation and creates a new class of wealthy speculators.
merrgate-039	 merrowgate       	 4296/05/22	        3	 The Undercurrent Purge           	 A reformist faction within the city council attempts to shut down the Undercurrent's more blatant criminal operations. Within three days, every reformist finds themselves implicated in old scandals or facing financial ruin. The investigation quietly ends.
merrgate-040	 merrowgate       	 4299/09   	       60	 The Scriveners' Schism           	 A radical faction of young Scriveners advocates for "contract liberation"—reducing enchantment enforcement and trusting parties to honor agreements voluntarily. The movement gains followers before being crushed by traditionalists. Several radicals are expelled from the city.
merrgate-041	 merrowgate       	 4302/12/25	        0	 The Winter Contract              	 A mysterious benefactor pays the Scriveners to forgive all small debts (under 100 gold) city-wide as a holiday gift. Thousands of poor families are suddenly debt-free. The benefactor's identity is never revealed, but the Silent Vault's doors glow golden that night.
merrgate-042	 merrowgate;public	 4305      	        0	 The Insurance Innovation         	 Merrowgate introduces "life insurance"—contracts that pay out upon death. The innovation is initially controversial (betting on death?) but becomes wildly popular. Within five years, most middle-class citizens carry policies.
merrgate-043	 merrowgate       	 4308/04/17	        1	 The Face-Broker War              	 Two rival Face-Broker networks clash over territory, resulting in a bizarre conflict where no one is sure who they're actually fighting. The Maskers' Guild ends it by exposing both leaders as the same person wearing different identities.
merrgate-044	 merrowgate       	 4311/07   	       90	 The Ledger Court Fire            	 A devastating fire destroys part of Ledger Court, including archives of thousands of contracts. Panic spreads about lost agreements until the Scriveners reveal complete backup copies—maintained in a secret location for exactly this contingency.
merrgate-045	 merrowgate       	 4314/10/08	        0	 The Charter Revision             	 Merrowgate updates its founding charter for the first time in 200 years, clarifying guild jurisdictions and council powers. The process takes three years of negotiation and nearly triggers civil conflict before the Silent Patron's temple endorses the final version.
merrgate-046	 merrowgate;public	 4318      	        0	 The Defensive Pact Network       	 As tensions rise between Calderon and Ardenhaven, Merrowgate brokers a complex web of mutual defense agreements that make large-scale war economically catastrophic for all parties. The "Merrowgate Peace" holds for the next decade.
merrgate-047	 merrowgate       	 4321/02   	       45	 The Foundling Uprising           	 A group of guild-sworn foundlings demands full citizenship rights and guild membership without debt obligations. The movement gains momentum before being co-opted—the guilds offer improved conditions in exchange for continued service. Most accept.
merrgate-048	 merrowgate       	 4324/06/14	        0	 The Silent Coin Succession       	 For the first time in living memory, the Silent Coin admits to a leadership transition. No details are provided about the old or new leadership. Clients notice no change in service quality, which somehow makes it more unsettling.
merrgate-049	 merrowgate       	 4326/09   	      120	 The Contract Reformation         	 The Scriveners announce plans to modernize contract magic, making enforcement faster and more subtle. The project attracts international scrutiny and significant investment. Early tests show promise but also concerning side effects—parties report feeling "bound" even before signing.
merrgate-050	 merrowgate;public	 4327/03   	        0	 The Covenant Summit              	 Merrowgate hosts the largest international trade conference in history, with representatives from all nine major factions. The city's infrastructure strains under the demand, but the resulting trade agreements reshape continental commerce for a generation.
